geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
31680,-19.81228999999996,-43.96435999999994,belo horizonte,MG
31710,-19.94391793089615,-43.932716423538544,belo horizonte,MG
31720,-19.841509703955,-43.949346506205146,belo horizonte,MG
31725,-19.839820483495803,-43.94487473757863,belo horizonte,MG
31730,-19.944080328798492,-43.95946257624941,belo horizonte,MG
31741,-19.914671309166007,-43.88562748910592,belo horizonte,MG
31742,-19.97873615569284,-43.967845304605,belo horizonte,MG
31744,-20.00490155508116,-44.01615460075591,belo horizonte,MG
31746,-19.816560796006677,-43.93476420231988,belo horizonte,MG
31748,-19.920980947352135,-44.01326547759308,belo horizonte,MG
31749,-19.986900388437217,-44.05050987538143,belo horizonte,MG
31760,-19.840261043857087,-43.9407300693923,belo horizonte,MG
31765,-19.835002236741914,-43.93259517499566,belo horizonte,MG
31785,-19.805269515955935,-43.94067925910314,belo horizonte,MG
31810,-19.944371158751267,-43.98813857008479,belo horizonte,MG
31812,-19.961896777136545,-43.97274406036128,belo horizonte,MG
31814,-19.86128531082074,-43.92610114361865,belo horizonte,MG
31820,-19.89963465113387,-44.00239920122336,belo horizonte,MG
31840,-19.8471349264488,-43.91971843952419,belo horizonte,MG
31842,-19.9194380044434,-44.02201953649949,belo horizonte,MG
31844,-19.84388801359,-43.916424307519215,belo horizonte,MG
31845,-19.939745074383975,-43.992697343181966,belo horizonte,MG
31846,-19.83940669386577,-43.91243130446079,belo horizonte,MG
31870,-19.91522018487644,-43.92903422906542,belo horizonte,MG
31872,-19.836855838190317,-43.897043268798015,belo horizonte,MG
31910,-19.941458567286883,-43.99041191634003,belo horizonte,MG
31920,-19.879325507905843,-43.913235111027696,belo horizonte,MG
31930,-19.87540776421377,-43.90607288123478,belo horizonte,MG
31950,-19.87603543177941,-43.9025042150702,belo horizonte,MG
31960,-19.86544841909516,-43.90303480154659,belo horizonte,MG
31970,-19.863156958941527,-43.8907022658838,belo horizonte,MG
31975,-19.85401794809283,-43.88424514279533,belo horizonte,MG
31980,-19.92134531334758,-43.88023579502571,belo horizonte,MG
31985,-19.85708613019859,-43.90890253848105,belo horizonte,MG
31990,-19.991648920979586,-43.95873662190758,belo horizonte,MG
31995,-19.8453177175299,-43.894942776514206,belo horizonte,MG
31998,-19.95627870880893,-43.9470298586508,belo horizonte,MG
32260,-19.919759458508846,-43.912745193721534,belo horizonte,MG
55150,-8.341619568002665,-36.41476294096261,belo jardim,PE
55152,-8.342221783985014,-36.43421290782021,belo jardim,PE
55153,-8.334698112689507,-36.42765291903206,belo jardim,PE
55154,-8.333297539151046,-36.418433732947996,belo jardim,PE
55155,-8.334222118115022,-36.422084299753166,belo jardim,PE
55156,-21.494080589801413,-56.154587071454486,belo jardim,PE
55157,-8.33699243504031,-36.41425855877969,belo jardim,PE
55158,-8.345496592149177,-36.40819750699321,belo jardim,PE
35195,-19.31769835444514,-42.37109233495731,belo oriente,MG
35196,-19.314425086113882,-42.36759106034142,belo oriente,MG
35473,-20.420856184132184,-44.018042745759196,belo vale,MG
68143,-3.054206999999945,-54.92628799999996,belterra,PA
65535,-3.1610826235923515,-43.5049708666479,belágua,MA
66010,-1.4508745783946766,-48.4977192634023,belém,PA
66015,-1.4673946280801473,-48.501735518437435,belém,PA
66017,-1.45276375800663,-48.49515576132483,belém,PA
66019,-1.452597947804377,-48.49898710753658,belém,PA
66020,-1.462619987766313,-48.502149494604296,belém,PA
66023,-1.4655599126925094,-48.50000368217225,belém,PA
66025,-1.4711088198684574,-48.50160281695427,belém,PA
66030,-1.476269497085809,-48.48951640827513,belém,PA
66033,-1.476289765728666,-48.483929626046084,belém,PA
66035,-1.4582463219459267,-48.48637661125884,belém,PA
66040,-1.4593555245256118,-48.47754530835592,belém,PA
66045,-1.472842991661453,-48.47672595822038,belém,PA
66050,-1.4402075786544823,-48.485587412141605,belém,PA
66053,-1.4500570854924688,-48.49131671273589,belém,PA
66055,-1.449294319435758,-48.48533080045006,belém,PA
66060,-1.4608788892607647,-48.475347461047654,belém,PA
66063,-1.462296730297474,-48.470552999999995,belém,PA
66065,-1.4711522678071365,-48.47611157003791,belém,PA
66070,-1.4545825778464223,-48.45840466994668,belém,PA
66073,-1.4631220793756292,-48.455768640025376,belém,PA
66075,-1.4738996164233849,-48.464335041231344,belém,PA
66077,-1.440196172204776,-48.4479896183357,belém,PA
66080,-1.4392949381381703,-48.458035171821656,belém,PA
66083,-1.461149021981556,-48.45268788477347,belém,PA
66085,-1.4455611856428048,-48.461924558399375,belém,PA
66087,-1.4407506442529197,-48.46124517343705,belém,PA
66090,-1.4529378204167194,-48.4670995932541,belém,PA
66093,-1.446397525536686,-48.469109108576966,belém,PA
66095,-1.446336032460127,-48.46146657634586,belém,PA
66110,-1.4077553891165255,-48.47593652524676,belém,PA
66113,-1.4328204648568288,-48.48145478766812,belém,PA
66115,-1.3966454480720782,-48.48931215897806,belém,PA
66120,-1.4186290411471263,-48.47996264632534,belém,PA
66123,-1.4185871689790535,-48.46361206787247,belém,PA
66610,-1.4339563180507897,-48.44805386900567,belém,PA
66613,-1.4360638071593712,-48.46646616626343,belém,PA
66615,-1.4505320756056668,-48.454351820969066,belém,PA
66617,-1.3961875289976722,-48.47366152553522,belém,PA
66620,-1.3972859789081682,-48.459884108921564,belém,PA
66623,-1.4048951812280661,-48.43745871758333,belém,PA
66625,-1.3735460521956224,-48.432476049252784,belém,PA
66630,-1.4567332517455487,-48.49793592313451,belém,PA
66633,-1.4038337252293749,-48.464526436580286,belém,PA
66635,-1.3693891959432392,-48.443297358733886,belém,PA
66640,-1.395320416816665,-48.47724627757779,belém,PA
66645,-1.4128105535022906,-48.429154498369456,belém,PA
66650,-1.361473731894481,-48.42840630850016,belém,PA
66670,-1.34354596280801,-48.44165603952924,belém,PA
66690,-1.4065226200300673,-48.39505320483005,belém,PA
66810,-1.3004738279185297,-48.47953361945314,belém,PA
66811,-1.306783684691354,-48.469765536347154,belém,PA
66812,-1.3102417267931712,-48.47633888566624,belém,PA
66813,-1.4102458186605087,-48.475179505499966,belém,PA
66815,-1.4194778638232273,-48.458351695535164,belém,PA
66816,-1.4119747965549239,-48.493009815049675,belém,PA
66820,-1.4059380527986045,-48.429631020775446,belém,PA
66822,-1.3080632358788038,-48.45896020919529,belém,PA
66823,-1.32987755037795,-48.44589939537761,belém,PA
66825,-1.4119747965549239,-48.49301978951445,belém,PA
66830,-1.3579228530020429,-48.47727561172458,belém,PA
66833,-1.3711623877214894,-48.44394956593861,belém,PA
66910,-1.1661591778152802,-48.472020616638524,belém,PA
66911,-1.1676366134863776,-48.46158317517885,belém,PA
66912,-1.1486568783152968,-48.46258157179895,belém,PA
66913,-1.4608350968321056,-48.49777078971694,belém,PA
66914,-1.362397821670602,-48.4274222764567,belém,PA
66916,-1.4578593207589032,-48.49193007547432,belém,PA
66920,-1.2632245237462063,-48.470279672369905,belém,PA
58255,-6.695727063715224,-35.53979824621589,belém,PB
56440,-8.753420479621807,-38.96052371562416,belém do são francisco,PE
64380,-5.457531761937897,-42.358451704086,beneditinos,PI
65885,-7.220525316345295,-44.55502150300355,benedito leite,MA
89124,-26.799482999999945,-49.409742499999965,benedito novo,SC
68795,-1.3714726419709067,-48.24772239580639,benevides,PA
68797,-20.90514878251563,-51.36969582554069,benfica,PA
69630,-4.521683999999947,-70.05676399999996,benjamin constant,AM
99650,-27.51684187749578,-52.59253185631247,benjamin constant do sul,RS
16790,-21.2762295,-50.812407,bento de abreu,SP
59555,-5.6903164211774175,-35.820092861782804,bento fernandes,RN
95700,-29.196791323702477,-51.50560744917772,bento goncalves,RS
95701,-29.19578828105661,-51.52171598779243,bento goncalves,RS
95702,-29.19505750788128,-51.493074745566766,bento goncalves,RS
95703,-29.175214518563774,-51.51000353516503,bento goncalves,RS
95705,-29.163776495086772,-51.51818138993138,bento goncalves,RS
95706,-29.161324960756506,-51.49204589969102,bento goncalves,RS
95707,-29.16215344636998,-51.52087514783853,bento goncalves,RS
95708,-29.15119532995613,-51.528018346020474,bento goncalves,RS
95709,-29.12300094699998,-51.54072627199997,bento goncalves,RS
95700,-29.18583166267923,-51.50934718788488,bento gonçalves,RS
95701,-29.177965650258983,-51.5322333036082,bento gonçalves,RS
95702,-29.194918770061662,-51.49729602629395,bento gonçalves,RS
95703,-29.17178035390328,-51.51232890891572,bento gonçalves,RS
95705,-29.162400512774823,-51.51742784008818,bento gonçalves,RS
95706,-29.161086513608577,-51.49393401360858,bento gonçalves,RS
95707,-29.162601581204513,-51.52178975558353,bento gonçalves,RS
95708,-29.14249091917205,-51.530609329972606,bento gonçalves,RS
95709,-29.12300094699998,-51.54072627199997,bento gonçalves,RS
86625,-22.931088894920023,-51.71435484802929,bentopolis,PR
39325,-16.374894438486837,-45.01540335193893,bentópolis de minas,MG
65248,-2.4533057329929413,-44.78652639504835,bequimao,MA
65248,-2.4529382284995207,-44.78678102950627,bequimão,MA
39640,-16.952714721026567,-42.45612936792598,berilo,MG
39555,-15.710175288847552,-41.79343213578463,berizal,MG
58922,-6.454151351383434,-38.54953052229875,bernardino batista,PB
18960,-23.026044338412053,-49.47361278653233,bernardino de campos,SP
65723,-4.632319647838805,-44.76334037319899,bernardo do mearim,MA
77755,-7.981256999999946,-48.96378349999996,bernardo sayao,TO
77755,-7.8825406156468,-48.89373139947872,bernardo sayão,TO
11250,-23.875564311802158,-46.18349897872123,bertioga,SP
64870,-7.6415814797654145,-43.95393890334598,bertolinia,PI
64870,-7.640285764295311,-43.953279489169454,bertolínia,PI
39875,-17.064475562820675,-40.57227764534562,bertopolis,MG
39875,-17.06356141437687,-40.57527113944616,bertópolis,MG
56670,-8.269090572404036,-38.039969872523756,betania,PE
64753,-8.145302900837303,-40.79571472350305,betania do piaui,PI
32553,-19.96971402637195,-44.17558669386577,betim,MG
32600,-19.981151501461557,-44.20339911785397,betim,MG
32602,-19.966944680379033,-44.21723971594228,betim,MG
32603,-20.031456273875765,-44.226949097971726,betim,MG
32604,-19.966119831025757,-44.212737456787515,betim,MG
32605,-20.03226980887611,-44.21720949388868,betim,MG
32606,-19.947952079375632,-44.2044173813549,betim,MG
32610,-19.962914908967612,-44.21392027061567,betim,MG
32611,-19.867310496537552,-44.15445108964741,betim,MG
32616,-19.940885586309644,-44.25627921445654,betim,MG
32623,-19.9509486586383,-44.203323735794314,betim,MG
32625,-19.95786847933325,-44.131584193971804,betim,MG
32628,-19.94702512101102,-44.27053916570481,betim,MG
32630,-19.95576060061168,-44.204698780743215,betim,MG
32634,-20.01007864049963,-44.250304411796044,betim,MG
32635,-20.006567559813018,-44.22586658174156,betim,MG
32639,-20.029212900917525,-44.23776789286745,betim,MG
32640,-20.03035940022503,-44.23555219594324,betim,MG
32641,-20.043077864482413,-44.21111017936215,betim,MG
32642,-20.02164115543304,-44.228322486958255,betim,MG
32649,-19.98680048003909,-44.19126885853375,betim,MG
32652,-19.949369709965932,-44.17973172245941,betim,MG
32653,-19.979415586733225,-44.16829548903573,betim,MG
32654,-20.006623121700308,-44.167354842806574,betim,MG
32656,-19.986226498062425,-44.185003003229276,betim,MG
32657,-20.009905024274094,-44.16912722303788,betim,MG
32659,-19.998928435195317,-44.13491787261235,betim,MG
32660,-19.948890716847014,-44.161206386229,betim,MG
32661,-19.9935998798257,-44.155480018177634,betim,MG
32662,-19.952270727960066,-44.143022839420965,betim,MG
32664,-19.95067364086209,-44.112527014715184,betim,MG
32665,-20.032524000000002,-44.21849400000001,betim,MG
32666,-19.941060079559797,-44.128192377737,betim,MG
32667,-19.975544999999997,-44.14041073841536,betim,MG
32668,-19.99769739439666,-44.11351135775293,betim,MG
32669,-19.97026089587052,-44.09947970812184,betim,MG
32670,-19.974129417668266,-44.18925540105988,betim,MG
32671,-19.980106825770978,-44.09501495016084,betim,MG
32672,-20.00311599823331,-44.11717400706677,betim,MG
32673,-19.952518358589643,-44.1666894970858,betim,MG
32675,-19.9532295,-44.12653649999999,betim,MG
32676,-19.954718412718517,-44.13988420191586,betim,MG
32677,-20.014964077990655,-44.123523768797995,betim,MG
32678,-19.96799812037122,-44.19989767186076,betim,MG
32681,-19.95583475881468,-44.11942890397596,betim,MG
32682,-19.941877521944868,-44.11327370697121,betim,MG
32684,-19.953673430012245,-44.11091181628014,betim,MG
32685,-19.95021839272321,-44.10078551457096,betim,MG
32687,-19.949577485429046,-44.09306007799066,betim,MG
32688,-19.930265245628718,-44.09896918013154,betim,MG
32689,-19.957825940172107,-44.07265999998503,betim,MG
32690,-19.94289437717758,-44.114646648124456,betim,MG
56670,-8.272787199584407,-38.03476206328157,betânia,PE
64753,-8.148704222154537,-40.79484168557659,betânia do piauí,PI
55660,-8.300295683572841,-35.85096039881345,bezerros,PE
31610,-19.8146364410237,-43.95277231167415,bh,MG
36230,-21.613385999999945,-43.755469999999974,bias fortes,MG
36600,-21.73969262285499,-43.1164737891173,bicas,MG
35352,-20.081785286036098,-42.343519820945836,bicuiba,MG
88160,-27.538461949574234,-48.649289269466706,biguacu,SC
88161,-27.523776127748366,-48.65743786004288,biguacu,SC
88162,-27.52651318539575,-48.63724861034361,biguacu,SC
88164,-27.495664286747598,-48.66494237067894,biguacu,SC
88165,-27.486936786809576,-48.6522895314768,biguacu,SC
88168,-27.472212681735247,-48.64066702352659,biguacu,SC
88160,-27.533509246959824,-48.642258671065214,biguaçu,SC
88161,-27.525238752724338,-48.654986486457496,biguaçu,SC
88162,-27.53118439352082,-48.645199098380196,biguaçu,SC
88164,-27.494919342787195,-48.662154335047916,biguaçu,SC
88165,-27.468937518289135,-48.666154168816654,biguaçu,SC
88168,-27.467475925638727,-48.63914045491945,biguaçu,SC
16210,-21.409352735298512,-50.47241552292708,bilac,SP
35621,-18.784530688282775,-45.505929874484195,biquinhas,MG
16200,-21.3117921399872,-50.319031226176214,birigui,SP
16201,-21.293303515871237,-50.34428600330744,birigui,SP
16202,-21.304110699184587,-50.344265481343996,birigui,SP
16203,-21.3110146251935,-50.31659247673003,birigui,SP
16204,-21.31277351269178,-50.35042200199831,birigui,SP
16205,-21.30841510114004,-50.36548712756808,birigui,SP
16206,-21.290326625128586,-50.36725375606872,birigui,SP
16207,-21.305470633493602,-50.37613015437994,birigui,SP
16208,-21.244883680727135,-50.32219195367088,birigui,SP
16200,-21.305514324924562,-50.34224566493005,birigüi,SP
16201,-21.282105145482,-50.333403933256335,birigüi,SP
16202,-21.287569709367332,-50.32657715382694,birigüi,SP
16203,-21.308314719330145,-50.32025518128559,birigüi,SP
16204,-21.310605540611313,-50.35007415749345,birigüi,SP
16207,-21.304027458335977,-50.373291551857264,birigüi,SP
8940,-23.584489183967925,-46.043419802751664,biritiba mirim,SP
8940,-23.621096999999946,-46.02167449999996,biritiba-mirim,SP
48780,-11.62733093996927,-38.80389054002048,biritinga,BA
62414,-2.892767700852829,-41.27222373747967,bitupita,CE
84640,-26.237550027405824,-51.510613064602666,bituruna,PR
55735,-7.9511256783138675,-34.87575706855559,bizarra,PE
89010,-26.931950843413187,-49.06595403964228,blumenau,SC
89012,-26.915501066780102,-49.073051844037565,blumenau,SC
89015,-26.929773630702062,-49.03599462013738,blumenau,SC
89016,-26.91076651438352,-49.09323843202645,blumenau,SC
89020,-26.943579617691512,-49.05413431616181,blumenau,SC
89021,-26.94401566250217,-49.06442367346645,blumenau,SC
89022,-26.955326619199177,-49.06649953219775,blumenau,SC
89023,-26.959263130129262,-49.09478373009297,blumenau,SC
89025,-26.977766767358638,-49.04695318403717,blumenau,SC
89026,-26.984207357204667,-49.076598126983626,blumenau,SC
89027,-27.013469668330554,-49.06840910144841,blumenau,SC
89030,-26.906169908521417,-49.077781723057456,blumenau,SC
89031,-26.89323679427919,-49.10887356363874,blumenau,SC
89032,-26.915177304069083,-49.15794445408765,blumenau,SC
89035,-26.91197474049282,-49.09155379141903,blumenau,SC
89036,-26.932064370516315,-49.10545044861098,blumenau,SC
89037,-26.91363899639332,-49.104076352905494,blumenau,SC
89040,-26.94233683236193,-49.15651185651219,blumenau,SC
89041,-26.963189999999997,-49.05923500152643,blumenau,SC
89042,-26.917857502914188,-49.13450316902303,blumenau,SC
89045,-26.952121161085905,-49.13574978094329,blumenau,SC
89046,-26.942837772693142,-49.15226385651217,blumenau,SC
89048,-26.913571480985645,-49.105396844566954,blumenau,SC
89050,-26.919588324105078,-49.06090252585551,blumenau,SC
89051,-26.914945660413192,-49.065562103747475,blumenau,SC
89052,-26.954185552875757,-49.0853346091555,blumenau,SC
89053,-26.883101221478473,-49.08344237039064,blumenau,SC
89055,-26.890654469976838,-49.06324237568024,blumenau,SC
89056,-26.883628877564163,-49.07293987756416,blumenau,SC
89057,-26.87824287306507,-49.05682423572079,blumenau,SC
89058,-26.861786470095268,-49.05426169049341,blumenau,SC
89060,-26.856121769759987,-49.07519260996188,blumenau,SC
89062,-26.852357709769677,-49.0567682247855,blumenau,SC
89063,-26.807987319114808,-49.087627095574064,blumenau,SC
89065,-26.880444177909844,-49.11534807744239,blumenau,SC
89066,-26.862376125678765,-49.085084877941306,blumenau,SC
89068,-26.830589062903368,-49.09048870318102,blumenau,SC
89069,-26.813183813943247,-49.078428294465894,blumenau,SC
89070,-26.888381675644297,-49.12775472515427,blumenau,SC
89072,-26.886619121369478,-49.141296531640556,blumenau,SC
89074,-26.869161969585306,-49.14230267096258,blumenau,SC
89075,-26.770235304089567,-49.098906254148986,blumenau,SC
89095,-26.75501018819163,-49.07216525917535,blumenau,SC
29845,-18.548693999999998,-40.301655749999995,boa esperanca,ES
37170,-21.10797985254325,-45.55518321718486,boa esperanca,MG
78896,-21.08686108774125,-45.54455346584363,boa esperanca,MT
87390,-24.248815780455967,-52.78735317407502,boa esperanca,PR
28810,-22.781170222573213,-42.52226479474495,boa esperanca,RJ
85680,-25.640318215831886,-53.21068375150645,boa esperanca do iguacu,PR
14930,-22.00290887245742,-48.395103130313395,boa esperanca do sul,SP
29845,-18.543594017569934,-40.29937724328673,boa esperança,ES
37170,-21.156396452697987,-45.564500703393925,boa esperança,MG
78896,-17.884053091961537,-41.502370447634405,boa esperança,MT
87390,-24.243355701260043,-52.78414957325019,boa esperança,PR
28810,-22.781212636657443,-42.522285300727816,boa esperança,RJ
85680,-25.636575922786463,-53.21359392893352,boa esperança do iguaçu,PR
14930,-22.001993006713608,-48.389503433142245,boa esperança do sul,SP
64108,-4.408859246223253,-42.124455493574494,boa hora,PI
45250,-14.370126388317402,-40.20102196018276,boa nova,BA
59260,-6.157651500000004,-35.60545350000001,boa saude,RN
28525,-21.84685463891488,-42.26862716198938,boa sorte,RJ
48103,-4.5962448091645465,-42.85451673739823,boa uniao,BA
35285,-18.497902454507166,-41.304364804347884,boa uniao de itabirinha,MG
35285,-18.4961561562724,-41.29826695411809,boa união de itabirinha,MG
58993,-7.42286191687211,-38.21877637683794,boa ventura,PB
28340,-21.207949118544864,-41.889774433694946,boa ventura,RJ
85225,-24.8842153856957,-51.5439423896647,boa ventura de sao roque,PR
85225,-24.880402801231426,-51.54402999963926,boa ventura de são roque,PR
63870,-5.133158932299668,-39.730118324993626,boa viagem,CE
78752,-16.14474999999996,-54.66108499999996,boa vista,MT
58123,-7.267958968048853,-36.24368051421692,boa vista,PB
69301,2.8068338752613187,-60.681909087732855,boa vista,RR
69303,2.8032987716650717,-60.67586684273407,boa vista,RR
69304,2.8190669241078434,-60.684651641682244,boa vista,RR
69305,2.768600000000049,-60.70599999999996,boa vista,RR
69306,2.7984869944548785,-60.687870091504955,boa vista,RR
69307,2.8053005037572705,-60.68163830083371,boa vista,RR
69308,2.791701003400755,-60.69292083047836,boa vista,RR
69309,2.8026955111464504,-60.69449017857866,boa vista,RR
69310,2.8334636946189313,-60.70873375907539,boa vista,RR
69311,2.8077919556549684,-60.71667206264727,boa vista,RR
69312,2.7885252638200098,-60.70244359011243,boa vista,RR
69313,2.8036943520533364,-60.72907972681162,boa vista,RR
69314,2.7913614326706675,-60.744480721444695,boa vista,RR
69315,2.823603026044061,-60.667216186594665,boa vista,RR
69316,2.7651266665357617,-60.73540430299851,boa vista,RR
69317,2.7982073762788606,-60.75865655264249,boa vista,RR
69318,2.7606850000000236,-60.740591190999965,boa vista,RR
85780,-25.4467980534111,-53.406773494102666,boa vista da aparecida,PR
98335,-27.66598127913755,-53.31366436288512,boa vista das missoes,RS
98335,-27.66083858651517,-53.31570782299511,boa vista das missões,RS
35517,-19.823375081435195,-44.96026697048943,boa vista de minas,MG
98918,-27.675165474251227,-54.12076916408136,boa vista do burica,RS
98918,-27.67302420857518,-54.11048839243312,boa vista do buricá,RS
98118,-28.578571894260563,-53.813500723376606,boa vista do cadeado,RS
65292,-1.7995776157177565,-46.31335612243206,boa vista do gurupi,MA
98120,-28.82029922777489,-53.383006615826645,boa vista do incra,RS
69195,-2.973894294595226,-57.586999929085025,boa vista do ramos,AM
95727,-29.350926668827622,-51.67929620161624,boa vista do sul,RS
46850,-12.835940131717855,-40.90555420542845,boa vista do tupim,BA
15545,-26.294413159893192,-48.82067181031083,boa vista dos andradas,SP
57680,-9.648234732765191,-36.21060410436067,boca da mata,AL
69850,-9.166196999999947,-67.35483349999996,boca do acre,AM
64630,-6.948429131214029,-41.32068445829527,bocaina,PI
17240,-22.149853924912936,-48.53568285600878,bocaina,SP
37340,-22.196348524314523,-44.49129014588718,bocaina de minas,MG
88538,-27.745709429495815,-49.94526826921005,bocaina do sul,SC
39390,-17.213897999999947,-43.689922999999965,bocaiuva,MG
83450,-25.217115541934767,-49.10958820670972,bocaiuva do sul,PR
39390,-17.12856298678668,-43.82218203199012,bocaiúva,MG
83450,-25.21879035856585,-49.10386890414567,bocaiúva do sul,PR
88538,-27.745709429495815,-49.94526826921005,bocaína do sul,SC
59528,-5.989215443963154,-36.412102594549836,bodo,RN
56220,-7.783798806478767,-39.93604795166179,bodoco,PE
56220,-7.780809168762968,-39.93720299272333,bodocó,PE
79390,-20.556281809363384,-56.67505259531003,bodoquena,MS
18590,-23.22308235408409,-48.31470914467989,bofete,SP
18550,-23.333192999999998,-47.68449749999999,boituva,SP
55330,-9.282524534104928,-36.6082710279174,bom conselho,PE
35600,-19.785753,-45.289732499999985,bom despacho,MG
13319,-23.28867817281418,-47.0565400118141,bom fim do bom jesus,SP
65380,-3.5491837123645045,-45.60240714292209,bom jardim,MA
55730,-7.801481650327817,-35.581669556853804,bom jardim,PE
55735,-3.5424235223252274,-45.60879670261087,bom jardim,PE
28610,-22.1518845,-42.41957400000001,bom jardim,RJ
28660,-22.24449999999996,-42.31631999999996,bom jardim,RJ
88640,-28.34221532771035,-49.625499575285225,bom jardim da serra,SC
76245,-16.206791962034085,-52.17369472118005,bom jardim de goias,GO
76245,-16.203498875204712,-52.176015140211625,bom jardim de goiás,GO
37310,-21.958645500000003,-44.18948250000001,bom jardim de minas,MG
84465,-25.029845816815577,-50.80340415548995,bom jardim do sul,PR
75570,-18.22585304243526,-49.73397695614264,bom jesus,GO
58930,-6.871919999999932,-38.647089999999935,bom jesus,PB
64900,-9.196265683680092,-44.439265414836946,bom jesus,PI
59270,-5.988699250481978,-35.580089459063814,bom jesus,RN
95290,-28.685709247684887,-50.43074377295551,bom jesus,RS
89824,-26.734393777596978,-52.39085754123138,bom jesus,SC
47600,-13.347011999999946,-43.29799099999997,bom jesus da lapa,BA
37948,-21.020344987867702,-46.51689709253121,bom jesus da penha,MG
45263,-14.377420289164066,-40.507643842879226,bom jesus da serra,BA
65395,-4.592738999999945,-46.86348949999996,bom jesus das selvas,MA
75570,-18.225634582203337,-49.73372552593656,bom jesus de goias,GO
35908,-19.711924938095745,-43.47856660786325,bom jesus do amparo,MG
78678,-12.235174031935014,-51.70943283058474,bom jesus do araguaia,MT
35340,-19.848042514537575,-42.32352133109218,bom jesus do galho,MG
28360,-21.16548938069064,-41.70039902086895,bom jesus do itabapoana,RJ
29460,-21.13297860048923,-41.67812778403206,bom jesus do norte,ES
85708,-26.199577319175376,-53.59830268649533,bom jesus do sul,PR
68525,-5.050297788947987,-48.59840421954193,bom jesus do tocantins,PA
77714,-8.965545990706262,-48.16566688556878,bom jesus do tocantins,TO
12955,-23.174570999999943,-46.476561499999974,bom jesus dos perdoes,SP
12955,-23.174570999999943,-46.476561499999974,bom jesus dos perdões,SP
65704,-4.375265607190025,-45.02608511507003,bom lugar,MA
95765,-29.497520108683965,-51.32655517065665,bom principio,RS
64225,-3.1890945489413034,-41.64084687872294,bom principio do piaui,PI
95765,-29.497502957685832,-51.363306821243356,bom princípio,RS
98575,-27.554526247060497,-53.864487964158876,bom progresso,RS
37610,-22.4813074310649,-46.1428850322591,bom repouso,MG
88680,-27.80860948484769,-49.49457955569888,bom retiro,SC
18243,28.008978338034268,-15.536867177679131,bom retiro da esperanca,SP
95870,-29.620001999999946,-51.92890099999997,bom retiro do sul,RS
37220,-21.0430539863554,-44.763528320192755,bom sucesso,MG
58887,-6.446266941214969,-37.926856911015456,bom sucesso,PB
86940,-23.711805746118376,-51.77153378966901,bom sucesso,PR
18475,-24.31984235466594,-49.139435252308466,bom sucesso de itarare,SP
18475,-24.31953098505531,-49.141167346601286,bom sucesso de itararé,SP
85515,-26.07868797724425,-52.83515021794277,bom sucesso do sul,PR
88215,-27.19959346270417,-48.495752657396615,bombinhas,SC
35480,-21.736423346858274,-43.34470961567543,bonfim,MG
35521,-20.33036169941606,-44.243977895912394,bonfim,MG
69380,3.358232038406536,-59.82905657641652,bonfim,RR
14110,-21.274421060505503,-47.813737389953246,bonfim paulista,SP
75195,-16.619173198343248,-48.96551247842228,bonfinopolis,GO
38650,-16.571570286320345,-45.98821425329535,bonfinopolis de minas,MG
75195,-16.622489878260325,-48.96707753391474,bonfinópolis,GO
38650,-16.568277294162645,-45.98917847860797,bonfinópolis de minas,MG
46740,-12.714300324628928,-41.828567270148426,boninal,BA
46820,-11.97235583122826,-41.26406952264281,bonito,BA
79290,-21.142658081579853,-56.48156540826146,bonito,MS
68645,-1.3652516413414566,-47.30770017115493,bonito,PA
55680,-8.504357451720688,-35.79632723044453,bonito,PE
39490,-15.327875497756484,-44.75574965310226,bonito de minas,MG
58960,-7.317115923535747,-38.51430189824681,bonito de santa fe,PB
76555,-13.651752126337865,-49.83395583224854,bonopolis,GO
76555,-13.649852774530089,-49.83210913621961,bonópolis,GO
58450,-7.48465354417903,-36.1321231831918,boqueirao,PB
95920,-29.30711245767276,-52.42804762251369,boqueirao do leao,RS
64283,-4.48533235878779,-42.11271221667127,boqueirao do piaui,PI
95920,-29.301372,-52.42784896882527,boqueirão do leão,RS
64283,-4.48533235878779,-42.11271221667127,boqueirão do piauí,PI
49360,-11.152745359374956,-37.61751460056396,boquim,SE
46530,-12.829298119721413,-42.73219378300494,boquira,BA
17270,-22.1988139434338,-48.77556398125084,boraceia,SP
17270,-22.19836152120037,-48.77539113403594,boracéia,SP
69200,-4.3957676248946855,-59.590721243897946,borba,AM
14955,-21.630649908521622,-49.06988742242825,borborema,SP
37564,-22.324906156174034,-46.0597387675012,borda da mata,MG
83425,-25.393691907213622,-49.02463368543326,borda do campo,PR
18675,-22.573840540648803,-48.9690576580666,borebi,SP
86925,-23.946435225110065,-51.57830402892473,borrazopolis,PR
86925,-23.94127281628616,-51.58060717335328,borrazópolis,PR
97850,-28.732258812780547,-54.91057190092627,bossoroca,RS
15953,-23.6467133119626,-46.73416647224307,botelho,SP
37720,-21.659091789287128,-46.392386461416656,botelhos,MG
37723,-21.595671515957807,-46.31963335075172,botelhos,MG
18600,-22.893597701915848,-48.44210373313522,botucatu,SP
18601,-22.91008633028446,-48.43810904232787,botucatu,SP
18602,-22.903692485429048,-48.44483321579431,botucatu,SP
18603,-22.88828473688615,-48.44673221579432,botucatu,SP
18604,-22.88095957507646,-48.431929766864776,botucatu,SP
